"Country","Region","Date","Sex","Age","Cases","Deaths","Tests","CFR","Death_Rate","Log_CFR","High_Risk","Predicted_Probability","Predicted_Class"
"Canada","Rural",2022-02-01,"m",0,1901,446,28884,23.4613361388743,0.234613361265327,3.19709375423213,1,0.869861483122005,1
"Canada","Urban",2022-02-01,"m",0,7520,115,48705,1.52925531914894,0.0152925531894558,0.927924919155496,0,0.629787127982682,1
"Canada","Rural",2022-02-01,"m",0,15066,40,37786,0.265498473383778,0.00265498473366156,0.235466094667883,0,0.209000858143002,0
"Canada","Urban",2022-02-01,"m",0,12714,75,4175,0.589900896649363,0.00589900896602965,0.463671685138254,0,0.32228191278779,0
"Canada","Rural",2022-02-01,"m",0,19602,493,5894,2.51504948474645,0.0251504948461815,1.25705360332753,1,0.0798715432451191,0
"Canada","Urban",2022-03-01,"m",0,428,329,6848,76.8691588785047,0.768691586989038,4.35502996791896,1,0.906504411021254,1
"Canada","Rural",2022-03-01,"m",0,12674,81,5342,0.639103676818684,0.00639103676768258,0.494149553904294,0,0.322138515539703,0
"Canada","Urban",2022-03-01,"m",0,4737,362,33892,7.64196748997256,0.076419674883593,2.15663027563881,1,0.771050487824155,1
"Canada","Rural",2022-03-01,"m",0,10414,455,21438,4.36911849433455,0.0436911849391501,1.68066374129087,1,0.452801699857302,0
"Canada","Urban",2022-03-01,"m",0,10432,373,31422,3.57553680981595,0.035755368094732,1.52072402732311,1,0.454302487693378,0
"Canada","Rural",2022-03-01,"m",0,7838,94,8838,1.19928553202348,0.0119928553187047,0.788132549447768,0,0.608924543812329,1
"Canada","Urban",2022-03-01,"m",0,8665,245,45943,2.82746682054241,0.028274668202161,1.34220317980995,1,0.562255389366434,1
"Canada","Rural",2022-03-01,"m",0,6043,388,18825,6.42065199404269,0.064206519929802,2.00426692313604,1,0.707502930181274,1
"Canada","Urban",2022-03-01,"m",0,14303,199,29295,1.3913165070265,0.0139131650692922,0.871844054046929,0,0.243562636652412,0
"Canada","Rural",2022-03-01,"m",0,7022,103,8264,1.46681857020792,0.0146681856999903,0.902929292162613,0,0.655440415563421,1
"Canada","Urban",2022-04-01,"m",0,7692,265,35053,3.44513780551222,0.0344513780506433,1.49181087085026,1,0.619893184298152,1
"Canada","Rural",2022-04-01,"m",0,7519,64,423,0.851177018220508,0.00851177018107305,0.615821662849374,0,0.627399450146129,1
"Canada","Urban",2022-04-01,"m",0,6739,37,27178,0.549042884700994,0.00549042884619522,0.437637246462081,0,0.67325876550442,1
"Canada","Rural",2022-04-01,"m",0,5,5,48316,100,0.99999980000004,4.61512051684126,1,0.914120189177703,1
"Canada","Urban",2022-04-01,"m",0,19732,142,45817,0.719643219136428,0.00719643219099957,0.542116838573997,0,0.0783107632249642,0
"Canada","Rural",2022-04-01,"m",0,19632,391,30031,1.99164629176854,0.0199164629166709,1.09582383513214,0,0.0793321649264983,0
"Canada","Urban",2022-04-01,"m",0,16540,295,3818,1.78355501813785,0.0178355501803001,1.02372889425814,0,0.156803612562354,0
"Canada","Rural",2022-04-01,"m",0,13854,278,41356,2.00664068139166,0.0200664068124681,1.10082340281641,0,0.26239962927839,0
"Canada","Urban",2022-04-01,"m",0,12509,335,17122,2.67807178831241,0.0267807178809832,1.30238864429301,1,0.333366552073122,0
"Canada","Rural",2022-04-01,"m",0,9692,37,5345,0.381758151052414,0.00381758151013025,0.32335671079284,0,0.496955521862059,0
"Canada","Urban",2022-05-01,"m",0,6938,50,19269,0.720668780628423,0.0072066878052455,0.5427130411989,0,0.66242655582314,1
"Canada","Rural",2022-05-01,"m",0,17601,292,43133,1.65899664791773,0.0165899664782348,0.977948851604854,0,0.12422139241829,0
"Canada","Urban",2022-05-01,"m",0,10299,287,6714,2.78667831828333,0.0278667831801275,1.3314892016316,1,0.462405251724854,0
"Canada","Rural",2022-05-01,"m",0,7551,21,46462,0.278108859753675,0.00278108859716844,0.24538153210371,0,0.625561875812841,1
"Canada","Urban",2022-05-01,"m",0,5943,333,7593,5.60323069156991,0.0560323069062709,1.88755902798968,1,0.714695542057509,1
"Canada","Rural",2022-05-01,"m",0,1797,80,41914,4.45186421814135,0.0445186421566396,1.69595760856108,1,0.872723422989917,1
"Canada","Urban",2022-05-01,"m",0,2366,419,14995,17.70921386306,0.177092138555751,2.92901612246366,1,0.85767305444076,1
"Canada","Rural",2022-05-01,"m",0,6560,434,34355,6.61585365853659,0.0661585365752807,2.03023208230138,1,0.680574937969078,1
"Canada","Urban",2022-05-01,"m",0,17559,482,43320,2.74503103821402,0.0274503103805769,1.32042990484245,1,0.126499702926345,0
"Canada","Rural",2022-05-01,"m",0,19806,181,1506,0.913864485509442,0.00913864485463301,0.649124488804997,0,0.0762689333328269,0
"Canada","Urban",2022-06-01,"m",0,7361,301,45777,4.08911832631436,0.0408911832575885,1.62710459872455,1,0.638837546799937,1
"Canada","Rural",2022-06-01,"m",0,13206,434,49572,3.28638497652582,0.0328638497627697,1.45544371488554,1,0.294315854305367,0
"Canada","Urban",2022-06-01,"m",0,17630,342,4933,1.93987521270562,0.0193987521259558,1.07836713579184,0,0.124586954918824,0
"Canada","Rural",2022-06-01,"m",0,12603,473,27845,3.75307466476236,0.0375307466446457,1.55879170648437,1,0.325954914157521,0
"Canada","Urban",2022-06-01,"m",0,15235,217,7078,1.42435182146373,0.0142435182137024,0.885564198543029,0,0.203922173057671,0
"Canada","Rural",2022-06-01,"m",0,147,51,32082,34.6938775510204,0.346938773150076,3.57497917690798,1,0.911344787513481,1
"Canada","Urban",2022-06-01,"m",0,4487,317,31568,7.06485402273234,0.0706485402115782,2.08751561131818,1,0.781700275592757,1
"Canada","Rural",2022-06-01,"m",0,9540,170,23100,1.78197064989518,0.0178197064970839,1.02315954344387,0,0.506280360011954,1
"Canada","Urban",2022-06-01,"m",0,16605,120,38562,0.722673893405601,0.00722673893362079,0.543877672891782,0,0.154706156581692,0
"Canada","Rural",2022-06-01,"m",0,16665,383,35924,2.2982298229823,0.0229822982284439,1.19338590727112,0,0.151439731018837,0
"Canada","Urban",2022-07-01,"m",0,4295,32,6028,0.745052386495926,0.00745052386322456,0.556784576118342,0,0.789633757700207,1
"Canada","Rural",2022-07-01,"m",0,15912,221,30765,1.38888888888889,0.013888888888016,0.870828357797398,0,0.176743678549427,0
"Canada","Urban",2022-07-01,"m",0,5687,117,25446,2.05732372076666,0.020573237204049,1.11753993222099,0,0.727330827443674,1
"Canada","Rural",2022-07-01,"m",0,18348,437,44744,2.38173097885328,0.0238173097872347,1.21838770232532,1,0.105612550970006,0
"Canada","Urban",2022-07-01,"m",0,885,212,29752,23.954802259887,0.239548022328194,3.2170662790227,1,0.896556316405812,1
"Canada","Rural",2022-07-01,"m",0,12138,258,44027,2.12555610479486,0.0212555610461974,1.13961222089087,0,0.35150579836113,0
"Canada","Urban",2022-07-01,"m",0,13468,259,44827,1.92307692307692,0.0192307692293413,1.07263680226485,0,0.28326233381425,0
"Canada","Rural",2022-07-01,"m",0,19608,272,3851,1.38718890248878,0.0138718890241803,0.870116482260123,0,0.079763400352527,0
"Canada","Urban",2022-07-01,"m",0,18362,388,14503,2.1130595795665,0.0211305957945142,1.13560603023119,0,0.106279104053366,0
"Canada","Rural",2022-07-01,"m",0,5806,86,24889,1.48122631760248,0.0148122631734736,0.908752920864733,0,0.719391843954058,1
"Canada","Urban",2022-08-01,"m",0,17954,101,39180,0.562548735657792,0.00562548735626459,0.446318292962983,0,0.116170875576349,0
"Canada","Rural",2022-08-01,"m",0,6323,457,41247,7.22758184406136,0.072275818429183,2.10749214940805,1,0.693083567721266,1
"Canada","Urban",2022-08-01,"m",0,11377,60,11565,0.527379801353608,0.00527379801307253,0.423553719182538,0,0.397664786397856,0
"Canada","Rural",2022-08-01,"m",0,17608,5,28583,0.0283961835529305,0.000283961835513178,0.0280004853495516,0,0.124034632683354,0
"Canada","Urban",2022-08-01,"m",0,290,21,36324,7.24137931034483,0.0724137928537455,2.10916772194504,1,0.909335386813382,1
"Canada","Rural",2022-08-01,"m",0,7975,415,10154,5.20376175548589,0.0520376175483338,1.82515584281772,1,0.60088980597284,1
"Canada","Urban",2022-08-01,"m",0,10504,193,8272,1.83739527798934,0.0183739527781441,1.04288647569099,0,0.449925829590466,0
"Canada","Rural",2022-08-01,"m",0,3919,105,33603,2.67925491196734,0.0267925491128368,1.30271026210702,1,0.802899699928165,1
"Canada","Urban",2022-08-01,"m",0,5647,364,31463,6.44590047812998,0.0644590047698851,2.00766360954465,1,0.729273194705502,1
"Canada","Rural",2022-08-01,"m",0,13975,57,27326,0.407871198568873,0.00407871198539687,0.342078775262304,0,0.256693263465496,0
"Canada","Urban",2022-09-01,"m",0,6287,309,8466,4.91490376968347,0.0491490376890172,1.77747522843638,1,0.697175152766774,1
"Canada","Rural",2022-09-01,"m",0,18826,459,21350,2.43811749707851,0.02438117496949,1.23492408237391,1,0.0950339590272985,0
"Canada","Urban",2022-09-01,"m",0,11605,411,16078,3.54157690650582,0.0354157690620064,1.51327428798075,1,0.384342681089384,0
"Canada","Rural",2022-09-01,"m",0,15722,270,24137,1.71733876097189,0.0171733876086266,0.999653004663918,0,0.183630568136072,0
"Canada","Urban",2022-09-01,"m",0,19322,307,8182,1.58886243660077,0.0158886243651854,0.951218565561214,0,0.0858879990306925,0
"Canada","Rural",2022-09-01,"m",0,9296,341,48577,3.66824440619621,0.0366824440580161,1.54078307085065,1,0.521237314900207,1
"Canada","Urban",2022-09-01,"m",0,18665,297,35597,1.59121350120546,0.0159121350112021,0.952126299267963,0,0.0994204129602654,0
"Canada","Rural",2022-09-01,"m",0,9084,236,44025,2.59797446059005,0.0259797446030405,1.28037103727915,1,0.534202809600933,1
"Canada","Urban",2022-09-01,"m",0,18463,16,22115,0.0866598060986838,0.000866598060939902,0.0831085932844578,0,0.103947759505648,0
"Canada","Rural",2022-09-01,"m",0,3735,447,42601,11.9678714859438,0.119678714827395,2.56247487429357,1,0.809947748047648,1
"Canada","Urban",2022-10-01,"m",0,9559,169,19958,1.76796736060257,0.0176796736041762,1.01811324599608,0,0.507732576739553,1
"Canada","Rural",2022-10-01,"m",0,8739,313,41808,3.58164549719648,0.0358164549678663,1.52205821246476,1,0.55519620273397,1
"Canada","Urban",2022-10-01,"m",0,16277,177,15940,1.0874239724765,0.0108742397240969,0.735930756709097,0,0.165527077361816,0
"Canada","Rural",2022-10-01,"m",0,19624,331,8143,1.68671015083571,0.0168671015074976,0.988317452894031,0,0.0794756728165217,0
"Canada","Urban",2022-10-01,"m",0,17091,151,27064,0.883505938798198,0.00883505938746504,0.633134901210131,0,0.139743592134756,0
"Canada","Rural",2022-10-01,"m",0,16993,11,634,0.0647325369269699,0.000647325369231606,0.062723628584991,0,0.141383704242985,0
"Canada","Urban",2022-10-01,"m",0,1913,354,42802,18.504966021955,0.185049660122818,2.97066910093993,1,0.870711280187277,1
"Canada","Rural",2022-10-01,"m",0,6677,181,41494,2.71079826269283,0.0271079826228684,1.31124701862096,1,0.674301101842324,1
"Canada","Urban",2022-10-01,"m",0,16671,156,30325,0.935756703257153,0.00935756703201022,0.660498311152084,0,0.152599942048688,0
"Canada","Rural",2022-10-01,"m",0,10597,379,9260,3.57648391054072,0.0357648391020322,1.52093099816749,1,0.441700080270501,0
"Canada","Urban",2022-11-01,"m",0,12464,394,10441,3.16110397946085,0.0316110397920723,1.4257804187443,1,0.335825175154608,0
"Canada","Rural",2022-11-01,"m",0,11023,396,3000,3.59248843327588,0.0359248843294997,1.5244220194923,1,0.416099621653975,0
"Canada","Urban",2022-11-01,"m",0,13411,77,46709,0.574155543956454,0.00574155543913641,0.453718965923718,0,0.286110794938196,0
"Canada","Rural",2022-11-01,"m",0,8738,410,20336,4.69214923323415,0.0469214923269717,1.73908789795035,1,0.555256804311673,1
"Canada","Urban",2022-11-01,"m",0,10811,369,47697,3.41319026917029,0.0341319026885457,1.48459784496419,1,0.431359094656417,0
"Canada","Rural",2022-11-01,"m",0,18721,120,40289,0.64099140003205,0.0064099139999781,0.495300571406866,0,0.0972732294096223,0
"Canada","Urban",2022-11-01,"m",0,6260,135,15382,2.15654952076677,0.0215654952042228,1.14947950720771,0,0.698572175315225,1
"Canada","Rural",2022-11-01,"m",0,15382,366,8771,2.37940449876479,0.023794044986101,1.21769951017534,0,0.196469968042863,0
"Canada","Urban",2022-11-01,"m",0,15688,441,23051,2.8110657827639,0.0281106578258471,1.33790888302952,1,0.186468122824601,0
"Canada","Rural",2022-11-01,"m",0,3130,102,30877,3.25878594249201,0.0325878594145087,1.44898412963856,1,0.83175795457456,1
"Canada","Urban",2022-12-01,"m",0,18579,41,5939,0.220679261531837,0.00220679261519959,0.199407475552691,0,0.101326057217956,0
"Canada","Rural",2022-12-01,"m",0,13001,422,46329,3.24590416121837,0.032459041609687,1.44595479148096,1,0.304871319954292,0
"Canada","Urban",2022-12-01,"m",0,12325,11,39115,0.0892494929006085,0.000892494928933672,0.0854889204661745,0,0.343475535448758,0
"Canada","Rural",2022-12-01,"m",0,17662,436,27190,2.46857660514098,0.0246857660500121,1.24374430955608,1,0.122602003371083,0
"Canada","Urban",2022-12-01,"m",0,10051,462,12154,4.59655755646204,0.0459655755600472,1.72215168666168,1,0.477564049955197,0
"Canada","Rural",2022-12-01,"m",0,16629,379,12432,2.27915088099104,0.0227915088085398,1.18758451113479,0,0.152578502097826,0
"Canada","Urban",2022-12-01,"m",0,7457,219,40328,2.93683787045729,0.0293683787006345,1.37037783012743,1,0.6333844680839,1
"Canada","Rural",2022-12-01,"m",0,19970,266,5611,1.33199799699549,0.0133199799692879,0.846725409566562,0,0.0734814610413283,0
"Canada","Urban",2022-12-01,"m",0,5524,91,48889,1.64735698769008,0.0164735698739186,0.973561779164748,0,0.735191175675178,1
"Canada","Rural",2022-12-01,"m",0,2159,94,2420,4.35386753126447,0.0435386752924786,1.67781920277946,1,0.862524916231915,1
"Canada","Urban",2022-01-01,"f",0,16849,151,9566,0.896195619918096,0.00896195619864906,0.639849573572936,0,0.15020875428776,0
"Canada","Rural",2022-01-01,"f",0,3202,367,35947,11.4615865084322,0.114615865048527,2.52265083337835,1,0.83279106772052,1
"Canada","Urban",2022-01-01,"f",0,19803,278,32011,1.4038277028733,0.0140382770280241,0.87706234308671,0,0.0788644404432391,0
"Canada","Rural",2022-01-01,"f",0,6636,0,29680,0,0,0,0,0.681968821927823,1
"Canada","Urban",2022-01-01,"f",0,16195,287,39588,1.77215189873418,0.0177215189862475,1.01962387734948,0,0.171864131854709,0
"Canada","Rural",2022-01-01,"f",0,15376,84,24077,0.54630593132154,0.0054630593128601,0.435868816307412,0,0.200693937167822,0
"Canada","Urban",2022-01-01,"f",0,5026,116,7856,2.30799840827696,0.0230799840781775,1.1963432959875,0,0.762855938283972,1
"Canada","Rural",2022-01-01,"f",0,7149,170,43999,2.37795495873549,0.0237795495840286,1.21727048458904,0,0.654062374854659,1
"Canada","Urban",2022-01-01,"f",0,7625,470,14542,6.16393442622951,0.0616393442542112,1.96905933092228,1,0.629624528251254,1
"Canada","Rural",2022-01-01,"f",0,7705,57,47293,0.739779364049319,0.00739779363953306,0.553758302915844,0,0.622577236472709,1
"Canada","Urban",2022-02-01,"f",0,13017,234,25219,1.7976492279327,0.017976492277946,1.02877950309945,0,0.311612540285514,0
"Canada","Rural",2022-02-01,"f",0,12853,268,40036,2.08511631525714,0.0208511631509491,1.12658936013351,0,0.318034700488517,0
"Canada","Urban",2022-02-01,"f",0,17049,201,15873,1.1789547774063,0.0117895477733715,0.778845301917977,0,0.144050834174179,0
"Canada","Rural",2022-02-01,"f",0,19520,66,41143,0.338114754098361,0.00338114754081039,0.291261723423284,0,0.0832565278782731,0
"Canada","Urban",2022-02-01,"f",0,19205,195,24676,1.01536058318146,0.0101536058312859,0.700798128858809,0,0.0902055711481215,0
"Canada","Rural",2022-02-01,"f",0,17366,118,13245,0.679488655994472,0.00679488655955344,0.51848937565292,0,0.133505949335269,0
"Canada","Urban",2022-02-01,"f",0,11511,45,49845,0.390930414386239,0.00390930414352278,0.329972886086992,0,0.395794640289469,0
"Canada","Rural",2022-02-01,"f",0,4684,182,29166,3.88556789069172,0.0388556788986218,1.58628553067081,1,0.775886848704778,1
"Canada","Urban",2022-02-01,"f",0,2469,200,30505,8.10044552450385,0.0810044552122299,2.20832337106105,1,0.85764784211291,1
"Canada","Rural",2022-02-01,"f",0,2845,316,15056,11.1072056239016,0.111072056199975,2.49380078146686,1,0.84463751073364,1
"Canada","Urban",2022-03-01,"f",0,9219,242,24858,2.62501355895433,0.0262501355866959,1.28785802870084,1,0.53480325788296,1
"Canada","Rural",2022-03-01,"f",0,4296,171,42486,3.9804469273743,0.0398044692644775,1.60551963146244,1,0.792007838378926,1
"Canada","Urban",2022-03-01,"f",0,1642,12,8058,0.730816077953715,0.00730816077508638,0.548593018644672,0,0.880674762378942,1
"Canada","Rural",2022-03-01,"f",0,12167,309,34183,2.53965644776855,0.0253965644755982,1.26402967378321,1,0.355609023806009,0
"Canada","Urban",2022-03-01,"f",0,4499,132,16260,2.93398533007335,0.0293398532942121,1.36965299094958,1,0.785452238938646,1
"Canada","Rural",2022-03-01,"f",0,5105,51,22827,0.999020568070519,0.00999020567874825,0.692657344645179,0,0.75741187810891,1
"Canada","Urban",2022-03-01,"f",0,9701,488,1856,5.03040923616122,0.0503040923564268,1.79681487512966,1,0.505288713311631,1
"Canada","Rural",2022-03-01,"f",0,2001,123,46794,6.14692653673163,0.0614692653365971,1.9666824092892,1,0.869921431991585,1
"Canada","Urban",2022-03-01,"f",0,16750,395,45804,2.35820895522388,0.0235820895508309,1.21140778281345,0,0.153336290993025,0
"Canada","Rural",2022-03-01,"f",0,7878,312,12667,3.96039603960396,0.0396039603910124,1.60148558424361,1,0.612550891466034,1
"Canada","Urban",2022-04-01,"f",0,2128,383,14898,17.9981203007519,0.179981202922941,2.94434004273302,1,0.867561849396528,1
"Canada","Rural",2022-04-01,"f",0,11569,0,1146,0,0,0,0,0.389901929168411,0
"Canada","Urban",2022-04-01,"f",0,15442,445,932,2.88175106851444,0.0288175106832782,1.35628635814527,1,0.199777322260457,0
"Canada","Rural",2022-04-01,"f",0,8598,209,18412,2.43079785996743,0.0243079785968472,1.23279284636322,1,0.569879468443629,1
"Canada","Urban",2022-04-01,"f",0,17450,69,17602,0.39541547277937,0.0039541547275671,0.333192200880163,0,0.132337171131764,0
"Canada","Rural",2022-04-01,"f",0,15282,377,37433,2.46695458709593,0.024669545869345,1.24327656800041,1,0.204419908879177,0
"Canada","Urban",2022-04-01,"f",0,8910,24,43183,0.269360269360269,0.00269360269330038,0.238513048645311,0,0.553609928524596,1
"Canada","Rural",2022-04-01,"f",0,10202,448,12267,4.39129582434817,0.0439129582391773,1.68478576870696,1,0.471963825223912,0
"Canada","Urban",2022-04-01,"f",0,18040,8,37321,0.0443458980044346,0.000443458980019764,0.0433907545137395,0,0.116578631370731,0
"Canada","Rural",2022-04-01,"f",0,13932,33,24066,0.236864771748493,0.00236864771731491,0.212579767910278,0,0.263548678311241,0
"Canada","Urban",2022-05-01,"f",0,16258,133,11862,0.818058801820642,0.00818058801770325,0.597769339468,0,0.169674878614454,0
"Canada","Rural",2022-05-01,"f",0,18278,370,35335,2.02429149797571,0.0202429149786496,1.10667684850484,0,0.109670212415099,0
"Canada","Urban",2022-05-01,"f",0,18095,185,4176,1.0223818734457,0.010223818733892,0.704275962037485,0,0.115195778012705,0
"Canada","Rural",2022-05-01,"f",0,5854,230,8846,3.92893747864708,0.0392893747797592,1.59512344325389,1,0.722066917603297,1
"Canada","Urban",2022-05-01,"f",0,6073,187,9087,3.07920302980405,0.0307920302929702,1.4059016335032,1,0.713300349238148,1
"Canada","Rural",2022-05-01,"f",0,17919,180,42885,1.00452034153692,0.0100452034148086,0.695404800984538,0,0.118572779438223,0
"Canada","Urban",2022-05-01,"f",0,8276,18,30036,0.217496375060416,0.00217496375034135,0.196796598607067,0,0.591664562805025,1
"Canada","Rural",2022-05-01,"f",0,15188,53,43436,0.348959705030287,0.00348959705007311,0.299333706527668,0,0.208197036915475,0
"Canada","Urban",2022-05-01,"f",0,10555,479,14626,4.53813358597821,0.0453813358554826,1.7116575461585,1,0.453034835237996,0
"Canada","Rural",2022-05-01,"f",0,11518,239,20746,2.07501302309429,0.0207501302291413,1.12330913640213,0,0.392883143595058,0
"Canada","Urban",2022-06-01,"f",0,1643,316,41888,19.2331101643335,0.192331101526274,3.00732037956717,1,0.880648971670524,1
"Canada","Rural",2022-06-01,"f",0,774,38,11973,4.90956072351421,0.0490956071717111,1.776571500993,1,0.90037249313161,1
"Canada","Urban",2022-06-01,"f",0,12720,136,19241,1.06918238993711,0.0106918238985305,0.72715354854514,0,0.327457409459557,0
"Canada","Rural",2022-06-01,"f",0,649,465,25349,71.6486902927581,0.716486901823595,4.28563536222486,1,0.903090505478068,1
"Canada","Urban",2022-06-01,"f",0,855,289,35182,33.8011695906433,0.338011695511097,3.54965099514219,1,0.899525682830826,1
"Canada","Rural",2022-06-01,"f",0,18011,245,42778,1.36027982899339,0.0136027982891787,0.858780183615831,0,0.116233446900028,0
"Canada","Urban",2022-06-01,"f",0,13447,281,24550,2.0896854316948,0.020896854315394,1.12806928368696,0,0.289438357017512,0
"Canada","Rural",2022-06-01,"f",0,600,312,32111,52,0.519999999133333,3.97029191355212,1,0.904137786845249,1
"Canada","Urban",2022-06-01,"f",0,6674,7,38648,0.104884626910399,0.00104884626894683,0.0997409194827704,0,0.682217628407085,1
"Canada","Rural",2022-06-01,"f",0,19890,440,19405,2.21216691804927,0.0221216691793805,1.16694576174837,0,0.0765834662643832,0
"Canada","Urban",2022-07-01,"f",0,3318,475,25912,14.3158529234479,0.143158529191333,2.72888843076454,1,0.830270402483452,1
"Canada","Rural",2022-07-01,"f",0,10024,65,14191,0.648443735035914,0.00648443734971225,0.499831651940751,0,0.482861410803627,0
"Canada","Rural",2022-07-01,"f",0,11632,124,10293,1.06602475928473,0.0106602475919309,0.725626354790561,0,0.386230601133926,0
"Canada","Urban",2022-07-01,"f",0,2491,122,18600,4.89763147330389,0.0489763147133776,1.77455082510825,1,0.856987439326024,1
"Canada","Rural",2022-07-01,"f",0,15224,346,46527,2.27272727272727,0.0227272727257799,1.18562366565774,0,0.206744430148677,0
"Canada","Urban",2022-07-01,"f",0,7422,89,13524,1.1991376987335,0.0119913769857193,0.788065328408645,0,0.641164642579336,1
"Canada","Rural",2022-07-01,"f",0,5165,361,17458,6.98935140367861,0.0698935140232539,2.07810958047305,1,0.754696257958441,1
"Canada","Urban",2022-07-01,"f",0,15196,83,9985,0.546196367465122,0.00546196367429179,0.43579795857094,0,0.209603305904981,0
"Canada","Rural",2022-07-01,"f",0,1384,335,211,24.2052023121387,0.242052022946494,3.22705041416926,1,0.8861168759569,1
"Canada","Urban",2022-08-01,"f",0,4930,136,48930,2.75862068965517,0.0275862068909561,1.32405205224267,1,0.767091390984453,1
"Canada","Rural",2022-08-01,"f",0,12570,54,6433,0.429594272076372,0.00429594272042196,0.357390678193312,0,0.333283812448928,0
"Canada","Urban",2022-08-01,"f",0,17412,257,30046,1.47599356765449,0.0147599356756972,0.906641756941145,0,0.133411604953562,0
"Canada","Rural",2022-08-01,"f",0,16944,291,37890,1.71742209631728,0.0171742209621592,0.999683672193765,0,0.145946922257334,0
"Canada","Urban",2022-08-01,"f",0,12991,122,45767,0.939111692710338,0.00939111692638048,0.66222997785594,0,0.312982844277383,0
"Canada","Rural",2022-08-01,"f",0,15168,20,11333,0.131856540084388,0.00131856540075695,0.123859240375677,0,0.209007285089684,0
"Canada","Urban",2022-08-01,"f",0,10170,427,49323,4.19862340216322,0.0419862340175038,1.64839386018689,1,0.476532995614742,0
"Canada","Rural",2022-08-01,"f",0,13876,79,45367,0.569328336696454,0.00569328336655425,0.450647716801607,0,0.266224606161762,0
"Canada","Urban",2022-08-01,"f",0,8423,208,22035,2.46942894455657,0.0246942894426339,1.2439900111237,1,0.582921250018011,1
"Canada","Rural",2022-08-01,"f",0,5883,355,34047,6.03433622301547,0.0603433622198974,1.95080333259885,1,0.72063645805307,1
"Canada","Urban",2022-09-01,"f",0,14047,92,35286,0.654944116181391,0.00654944116134766,0.50376724160115,0,0.260118362783622,0
"Canada","Rural",2022-09-01,"f",0,15842,347,37841,2.19038000252493,0.0219038000238667,1.16014003275073,0,0.182975120351577,0
"Canada","Urban",2022-09-01,"f",0,3764,345,1039,9.16578108395324,0.0916578108151812,2.31902728465486,1,0.814284880144775,1
"Canada","Rural",2022-09-01,"f",0,15804,191,24794,1.20855479625411,0.0120855479617764,0.792338363272164,0,0.184373317530623,0
"Canada","Urban",2022-09-01,"f",0,18262,90,48264,0.492826634541671,0.00492826634514685,0.400671392954503,0,0.111084092835081,0
"Canada","Rural",2022-09-01,"f",0,5876,14,33892,0.238257317903336,0.00238257317862788,0.213705002344245,0,0.72098215390085,1
"Canada","Urban",2022-09-01,"f",0,17941,378,30782,2.10690596956691,0.0210690596944948,1.13362736589337,0,0.11910408717949,0
"Canada","Rural",2022-09-01,"f",0,18467,153,4471,0.828504900633563,0.00828504900588698,0.60349863874238,0,0.105222796540265,0
"Canada","Urban",2022-09-01,"f",0,12385,57,3521,0.460234154218813,0.00460234154181652,0.378596802462738,0,0.345812250862561,0
"Canada","Rural",2022-09-01,"f",0,434,39,9438,8.98617511520737,0.089861750945019,2.3012016479959,1,0.90761086288993,1
"Canada","Urban",2022-10-01,"f",0,7423,95,45021,1.27980600835242,0.0127980600818001,0.824090355290539,0,0.641108180784558,1
"Canada","Urban",2022-10-01,"f",0,13714,418,9275,3.04798016625346,0.0304798016603121,1.39821803233222,1,0.276150957652621,0
